John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;"clear golden colour, around 1.5 inches of foamy, long lasting white head - excellent appearance! aroma of grains, floral hops and some caramel (?), or something sweet - ok so far (not perfect, but ok); taste of malty sweetness, some bitterness, cardboard and a very intensive artificial taste....uhhhh this almost completely ruins the experience..."
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;Draught, 0.30l. Clear golden color with small creamy white head, decent lacing and sparkling appearance. Aroma of herbal spicy hops, mild malt and honey. Taste starts light sweet malty with honey notes, followed sour herbal and grainy, with no noteworthy bitterness in finish. Medium body, slick texture and lively carbonation in palate. It seems not as good as dunkel, but I can�t prove it with my rate. Anyway, I liked this one a lot, too...
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;On tap at the brewpub. Nice golden body with a white foamy head. Sweet grainy, a bit nutty and bready malty aroma. Flavor is grainy and bready with a decent floral hoppy finish. Very easy to drink. Decent beer.
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;F�zdefeszt, Budapest, v�gtelenedik s�r Marko-val v�llvetve. Op�los, vil�g�t� arany sz�n �s k�zepes m�ret�, laza feh�r hab. Mal�t�s, el�gg� jellegtelen illata van, de �zben m�r jobb, kellemes mal�ta�z �s vir�gos, k�zepesen keser� koml�, illetve halv�nyan mal�t�s ut��z jellemzi. K�nny� test�, friss�t�en sz�nsavas �s nagyon j�l ihat� vil�gos.
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;F�zdefeszt, Budapest. Poured an orange-ochre body. No aroma, very vague grain maybe. Quite nice bready taste though, dry, light, no off flavors, pleasant and refreshing. Nice!
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;On tap at Blonder S�rgyar. Well, after Barna this one was letdown. Pale golden coloured, small white head, strong butterscotc nose. Buttery again, moderate malty, pleasant hoppy and touch of lemon. Rather bitter finish. Drinkable and refreshing but Barna is still my first choice.
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;Clear golden body with a nice and stable white head. Buttery yeast and sweet pale malt aroma. Some typcal hungarian micro-brew character in the flavor with a sweet malt taste, moderated bitterness, low carbonation. Not bad, some bittery finish whit a minimal young beer character.
Blonder Vilagos;Vonyarcvashegy, Hungary;Pale Lager - Intl / Premium;Blonder S�rgyar;A perfume-smelling very pale beer. An oily palate, but the environment, as mentioned above, is important! A good beer at a lovely place!
Hartwall Spalter Pils IVA;Lahti, Finland;Pilsener - Czech / Svetl�;Hartwall (Royal Unibrew);Bottled. Pale yellow. Grassy nose. Medium dry with clean, hardmouthfeel some grassy bitterness. Half-decent, but not very complex, and a bit bleak.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Cask at Moon Under the Water. Mild fruity and floral aroma. Clear golden color with medium sized creamy white head. Bittersweet, floral and fruity taste. Thin body, soft and silky carbonation.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Cask-conditioned, on gravity, at the Commercial Rooms (JDW), Bristol 11/10/2018. Amber in colour, with a slight, white, head. Citrus hops, tangerine fruits, sweetish malts and a pleasantly bitter finish. Good.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;"Cask at the Old Manor (JDW), Bracknell. A pale amber pour with a grainy aroma; creamy in the mouth with a smooth grainy body, some citrus and a spicy bitterness with a lingeing finish. Pretty good."
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Cask at the standing order. Pours clear golden, nose is light fruit, musty toffee, taste is zesty, floral, cloying.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;very pale with foamy head and high carbonation for cask. weak citrus aroma. taste is strong malt backbone with grassy hop and decent bitterness. not bad
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Cask at the strugglers inn. Pale golden colour with a white head. Aroma lime and malty. Taste light bittersweet to sweet. Medium body.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;From cask at Moon Under Water, Manchester, with JFE and BG 21.01.18. Clear golden. White head and lacing. Refreshing aroma of meadows, citrus, succade and bitter marmalade. Hop bitterness is lingering on.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Cask at Wetherspoons 2007. (Brief tasting notes and rating from old records) - Spicy peppery hop and bitter fruit. Crisp. Tart. Long bitter hoppy finish. (Backlog)
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Pint at the Stick or Twist, Leeds for 2.69. Appearance is light yellow. Smell is of citrus. Taste is of almost a bit of straw, citrus/that kind of grapefruit bitterness. Not a bad pint but quite over powering, not sure I'll rush back to it but still decent.
Ossett Excelsior;Ossett, West Yorkshire, England;Bitter - Premium / Strong / ESB;Ossett Brewery;Pint at the Hop in York. Bright gold with a dense white head. Fruity citric aroma, Rose�s lime marmalade flavour, juicy sauvignon, crisp finish. Wife, who started with a pint of Osset Blonde, switched to this after a sip. Mal and I agreed that this was a deceptive, seductive brew that could ensnare you all too easily.
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);Color negro con capa de espuma marr�n de tres dedos de grosor y retenci�n decente. Carbonataci�n suave. Textura acuosa. Aroma tostado, con reminiscencias de malta torrefacta y regaliz. En boca sigue al aroma. Bastante tostada y con mucha presencia de regaliz. Ni caf�, ni chocolate, ni, sorprendentemente, metal. Ni dulce ni amarga, se queda en terreno incierto. Al menos no sabe abiertamente mal.
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);caramel, toast, cereal, black, cloudy, rocky head, brown foam, very bitter, medium body, sticky, soft carbonation, bitter, long finish, Botella: 33cl, lata: 33cl 2016 2�/l
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);From Carrefour. In Teku glass. Playing Blackwell Epiphany. Decent. No torrefact nor coffee notes. Dull, with some metallic notes. Wont displease but dont provide much flavor or aroma either. A bit sweet
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);Negra, espuma de corta duraci�n. Muy maltosa. No est� mal. Aroma muy tenue, un toque de cereza. Perfectamente aceptable, bebible, pero carece de clase.
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);Botella 33cl tomada en varias ocasiones �ltima en Carrizo de la Ribera verano 2010. (r309). Color negro con bastante espuma beige. Aromas y sabores maltosos y cereales algo tostados toscos. Sin mucho que decir. Corriente.
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);Bottle from World Market in Redwood City, CA. Aroma is prunes, baby food purees, molasses. Taste is prunes, vegetal and goes thin quickly. Overall, this has liquid adult baby food vibes.
Alhambra Negra;Granada, Spain;Dark Lager - Dunkel / Tmav�;Cervezas Alhambra (Mahou San Miguel);0.33 l can. Black color with quickly disappearing head. Sweet, malty aroma and some yeast maybe. Bittersweet, kinda well balanced taste. Short finishing, medium body, soft carbonation. Not bad.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Tap at leupold. Pours amber. Aroma is sweet, grainy, malty. Flavor is sweet and malty, grains, some hops, caramel. Overall: drinkable.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);T�p @ schwechaterhof, steyr. Meg egy hopfenperle, �geszen �zlik nekem ez a sor t�pus.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Klare, gelbe Farbe mit wei�er Schaumkrone. Angenehm malziger und floral hopfiger Geruch. Geschmacklich floral hopfig und leicht fruchtig mit einer unterschwelligen Malznote. Mittlere Bitterkeit mit leichter S��e, mittlerer K�rper mit sp�rbarer Kohlens�ure. Erfrischend und s�ffig.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Draught at Restaurant Ochsenkopf/Wien 14. Bitter-refreshing beer. O.k. ---Rated via Beer Buddy for iPhone
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Pours clear blonde, good fluffy white head. Smell is malty, tad bitter. Taste is bit bitter, very refreshing , mild fruity undertone. Bit malty, not so intense yeast. Very Nice !
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Draught, small stable head, a little hazy deepish gold colour, aroma of herbs and vanila, fruity flavour with herbal and grassy hops, medium strong and mellow herbal bitterness, pleasant bittersweet aftertaste. Good balanced pilsener.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);From tap on a nice terrace in Vienna, filtered beer with golden colour and unstable white head. Smell: yeasty, nice perfumed with malts. refreshing taste, hoppy, yeasty, citrus, very nice malty aftertaste.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);On tap in Melk. Golden color, small white head. Aroma, fruity, hops. Taste hops, citrus, bitter. KMedium bitter finish. Drinkable beer in hot days.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);@ a bar in Vienna. A clear yelow/golden colored beer, with a foamed white head. The aroma of hops, citrus, fresh and malty. The taste is hop bitter and fruity like citrus. It has a nice bitter aftertaste.
Schwechater Hopfenperle;Schwechat, Austria;Pilsener / Pils / Pilsner;Schwechater (Brau Union);Pours very pale yellow/golden with a creamy head with laces. Aroma is very flowery hops and citric. Flavour is flowery hops aswell and it is a bit dry with a nice palate.
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;Draft at Maulwurf courtesy of Sebastian, thanks! Clear deep ruby amber color, fluffy tan head with good retention and solid lacing. Roasty aroma, slightly metallic. Taste is herbal, lightly bitter and roasty, dry finish. Nice.
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;Im Antrunk ist es ziemlich laff, aber im Hauptteil ist es sch�n frisch-malzig mit angenehmer S��e. Leicht herb im Abgang und dazu aber sch�n weich-vollmundig. Im Nachgeschmack ist auch eine sch�ne malzige Schwarzbiernote wahrnehmbar --> sehr zu empfehlen! Test vom 7.1.2008, Gebinde: Glasflasche Noten: 12,12,11,12,12,11 - 11,45
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;bottle, bought at the brewery. Clear deep brown colour, large off-white head. Malty nose. Medium-bodied, malty background with flavours of roasted malts, caramel and rather intensive cocoa powder with woody-sourish touch in the cocoa part. Interesting and quite nice.
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;"(bottle) Clear, dark brown colour with a medium-sized off-white foamy head. Sweetish, quite soapy nose with light notes of toasted malt and caramel; sweet and slightly bitter flavour; slightly roasted and a bit perfumed malt-character with a touch of caramel; light sweet and bitter, papery malty finish with faint hoppy notes. Not very pleasant."
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;"Bottle: Deep amber coloured, slowly diminishing tanned head; caramelly and soapy nose, moderate sweetish (perfumed)-bitter flavour, light bodied; roast-malty, sweetish, perfumed finish with a touch of vegetables. Almost a drainpour.............."
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;Bottle, 5.1%. Almost black colour. Very small head. The flavour is OK sweet, slightly fruity for the style, seems to have a little apple? Medium carbonation.
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;"(Bottle 50 cl) Comes as ""Scwarzer Ritter"" credited to ""Kronenbrauerei G. Haizmann"" in Nagold. Very dark beer with a red tint. Practically no head. Dark - also in the flavor - from the roasted malt, quite dry with some bitterness. Especially in the palate. Strange sediment at the bottom; almost like tobacco. 130304"
Hochdorfer Schwarzer Ritter;Nagold, Baden-W�rttemberg, Germany;Schwarzbier / Black Lager;Hochdorfer Kronenbrauerei Nagold;Some malt and roast notes. Brown colour, o.k. head. Some acid, malt, but hop is dominating.
