MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Royal Oak EuphoriAle Barley Wine;Royal Oak, Michigan, United States;BarleyWine / WheatWine / RyeWine;Royal Oak Brewery;Draught. At 2006 Michigan Brewers� Guild Festival. Hazy bubbly orange with a small white head. Gentle aroma of slightly grassy hops, solid juicy malt, lightly woody, and surprisingly mild alcohol. Very juicy and fresh taste, somewhat sweet malt, citrus zest, a bit of cereal grain, with ever-increasing bitterness and alcohol in the quite bitter, mildly oaky finish - simple and very enjoyable. Decent body, enough astringency and bitterness to keep it moving toward a balanced, not overwhelming finish - solid bw.
Royal Oak EuphoriAle Barley Wine;Royal Oak, Michigan, United States;BarleyWine / WheatWine / RyeWine;Royal Oak Brewery;Rerate MiBGF 07: My lasting rating was almost identical to last year except I gave the flavor one additional point. I did not pick up any rye character this year but more peppery. Michigan BGF 06, day 2: Apricot hued with a small but lasting head. The nose detects a dry-hopped 3C hop character, citric and spicy, earthy yeast, caramel and biscuity malt, a bit vinous. The taste is sweet and fruity with an undertone of rye bready. Moderate alcohol and sherry-like finish, very warming. The mouth feel is smooth and lush. A darn nice brew, very solid, worthy of another.
Royal Oak EuphoriAle Barley Wine;Royal Oak, Michigan, United States;BarleyWine / WheatWine / RyeWine;Royal Oak Brewery;Last glass at the MI fest! Hazy copper pour. The head is immediately fading, though initially well-sized and off-white. Rather balanced very aromatic nose with plenty of toasted caramel malts coming out both smoky and chocolatey. Generous hop bill, earthy, floral, leafy and woody rather than citric. Good overall balance, staying mostly on the english side, but not vinous. Medium-full bodied, light carbonation. More fruits would be appreciated, but this is a sweet and pleasant dessert beer that doesn,t get cloying.
Moon River Scottish Style Country Ale;Savannah, Georgia, United States;Scottish Ale;Moon River Brewing Company;MMMMM i like scottish ales. This one pours a kind of deep brown. has a nice malty smokey flavor. a nice brew to enjoy.
Moon River Scottish Style Country Ale;Savannah, Georgia, United States;Scottish Ale;Moon River Brewing Company;i would say this is the one i drank, and not the 9.5 one. sweet malty and actually not bad. im not a big fan of the style, but this one definately worked it out. brown color and malty smell. pretty good
Moon River Scottish Style Country Ale;Savannah, Georgia, United States;Scottish Ale;Moon River Brewing Company;Hazy brown with good lacing & little head. The aroma is fruity & malty with some light Band-Aid coming through. The flavor is sweet with lots of bitter hops also coming through but on different levels, not balanced. Too sweet. Finishes with alcohol and musk.
Moon River Scottish Style Country Ale;Savannah, Georgia, United States;Scottish Ale;Moon River Brewing Company;This could easily pass of as a whiskey barrel aged brown ale, or even a smoked porter at times. This is a very weird cross style ale. Very rich and complex, full of character. Aroma is lightly smoky, and the taste is quite earthy and woody. Lightly sweet at times, with a great malt character. This one is worth the drive.
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;A pint on tap at the source. 6.4% ABV listed. Look: Clear amber body topped by a decent white head. Mild but typical Marzen aroma with a hint of caramel. More hops and higher complexity in the flavor. Moderate bitterness for style. Medium body with carbonation that's too prickly.
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;A step up from the other brews, and a lot closer to the style. Pours a deep amber with thin slightly off white head. Pretty decent nose of caramel and faint grassy hops, holds up on the palate, finishes pretty clean but a bit too sticky, but the best of their beers I tried.
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;"Date: 10/27/2007 Mode: Draft Source: Brewpub clear dark amber, wispy beige head, specks of lace, light toasted chocolate aroma, rich chocolate flavor, touch of dark caramel sweetness brings out the chocolate, a cross between a porter and an octoberfest Aroma: 6/10; Appearance: 7/10; Flavor: 6/10; Palate: 6/10; Overall: 11/20 Rating: 3/5.0 Drinkability: 7/10 Score: **/4"
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;This is a richly malty version of the style. There�s not a huge hoppiness, but it is balanced, but this is definitely a caramelly malt dominance here. It is easy drinking, but you actually know you�re having a beer and not a watery lager with just a little caramel malt tossed in. It�s almost a little sticky, but not cloying.
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;Had on tap at the brewpub in Atlanta. Pours a dark medium-dark orange with a very light, almost non-existent slightly off-white head. Aroma has some brief nutty notes, a touch of choocolate as well. Flavor is pleasant, some caramel in there for sweetness and is balanced out nicely with some ripening vegetable notes, faint chocolate in the back end. Mouthfeel is a tad thin, and it fades in the finish, turning a bit spicy and muttled.
Park Tavern Fallfest;Atlanta, Georgia, United States;M�rzen / Oktoberfest Bier;Park Tavern Brewery;A huge full flavor take on this style. Extremely nice malt characters. The pour is nicely dark brown, with an amberish hue in the light. Aroma is slightly fruity. A small head with some nice lacing. Try this one while it lasts.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Nice imperial red. Good balance of what tasted like caramel or butterscotch with juniper berries.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Reddish hughes w a nice thick small bubbled head well laced Some cardboard light fruit very very mild Good coat nice body Malty sweet light grains. Pretty good
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;i guess this is the correct beer? dwyerpg says it is. however i thought it was called john toe splitter something crazy. too many different names with these rogue guys. the beer i had poured deep brown with whirly cream colored head. nose of fleshy resiny hops and sugar. pushes dark fruit and sticky hops on the palate. nice and full bodied quite robust for this abv. seemed more alcoholic than the 6% i had. strong ale, imperial ipa, barley wine? unsure where this one should fall, but if it really is only 6% were talking ipa. imo. good drinkin. i think we may be rating the wrong beer here, but i cant find anything else that works.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Well, this may be a case where I just hate Rogue for giving their beers so many differnet names. I had this on tap last week in Las Vegas at the Freakin Frog, and the owner said it was an anniversary beer from Rogue called John Locker�s Stock. This appears to be the anniversary John beer. But, like the last guy, I wouldn�t consider this an american strong ale. It mostly just tasted like a pretty darn good IPA. An eleven on the aroma scale.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Good head with light carbonation. Reforms nicely upon swirling. Slightly sour aroma with corn and some butternut squash. Cloudy orange in color. Fizzy palate. Pretty dry and bitter. More corn with some cloves and other spices. Little bit of sweetness. Finish is bitter and sits a little sour in the stomach. Bitterness pucker the mouth but does not induce salivation. Decent but not sure that I would consider it an american strong ale.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Nice floral and piney nose. Good up front bitterness with strong resin and oil mouthfeel. Odd bready malt notes with a touch of lemon cookie. clean and soft mouthfeel with a lingering finish. Lots of resins on the backend.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Bottle: Cloudy orange-yellow body with a white head. Aroma is buttery hops, lemon, citrus, grass. Flavor is crisp, bitter hops, lemon, citrus, grapefruit - much more hops than malt. Finish is bitter hops.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Pours cloudy amber. Aroma of wet flowery hops and some mild caramel and malty sweetness. Flavor is an interesting soft flowery hops and soft sweet malt.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Time in the bottle has weakened the overall bitterness in this strong ale. The earthiness blends well with the hop citrus flavor. Caramel maltiness also present. Johnny has a crispy flavor to it.
Rogue John - A Harvest Ale;Newport, Oregon, United States;Pale Ale - American / APA;Rogue Ales;Light spiciness and caramel aroma, sweet malt apparent. Sweet like a light bock/heavy dort, hoppy like a pils with a nice balance of earthy-spiciness and just a bit of citrus. Nice.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Bottle bought from Island Bay New World. Appearance: Surprisingly, the beer pours a golden colour with a quickly dissipating head - not white as I was expecting. This is an old bottle and the yeast has packed down quite hard. After rousing there are large floc�s of yeast that quickly sink to the bottom of the glass. Aroma: Lot�s of stone fruit (apricot, peaches) and an undertone of sweet orange. The citrus could be more dominant. Spicy, but seems to be more characteristic of the yeast rather than huge coriander additions. Very pleasant but maybe too fruity and not enough in the unmalted wheat character. Flavour: Strong orange taste, with the mid to late palate balanced out by the other stone fruit characters and coriander spice. Very low bitterness (as you would expect). Palate: spritzy, medium mouth feel. Overall: This is not a bad beer but can be extremely variable. Basically, it�s the equivalent of the French rugby team - Lots of promise and a corker some days but woeful on others. It would be nice to see more NZ breweries doing Wit style beers and giving it a run for it�s money.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Cloudy, buttery straw colour. Soft peach & other stonefruits nose. Exploded on pouring with alot of sediment, head clings to the edge of the glass. Soft & fruity with some spice but the carbonation kills things towards the end.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Bottled. Clear pale golden with a huge head. Some sourness and fruityness. Citric and a bit spicy - way way too high carbonated.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);bottle. pale yellow color. very large head. fruity corny aroma. quite carpy. spicy corn taste. quite nasty.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Bottle. Cloudy yellow colour with a huge and longlasting white head. Lots of citrus in the aroma with some spicy hints. Wheat flavor with some hints of citrus and spices. Citrus in the aftertaste.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Bottle. Cloudy yellow coloured with a huge and lasting white head. Aroma of fruits, citrus and spices. Flavour of fruits, citrus and spices.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);33 cl bottle. Golden cloudy colour with a nice head. Very fruity aroma with noteable of orange and coriander. Yeasty flavour that ends with a very fruitness, also very carbonated.
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);(Bottle 33 cl) Slightly hazy pilsener golden with a gigantic and almost clinically white and fairly tall head. Lightly perfumy, citrusy nose. Dry body, somewhat sulphurous with accents of citrus and perhaps also some spices. Very dry finish. 240206
Martinborough White Rock Wheat;Martinborough, New Zealand;Witbier / Belgian White Ale;Martinborough Brewing Co. (Retired);Tasted 29/06/2005. 330ml at Neil Miller�s Cellar-vate tasting. bottle conditioned, as you�d expect. Billowing white head rises out of the glass above a classic pale wit appearance - cloudy, pale, watery yellow. Massively dominant limey aroma that�s almost like rose�s lime juice syrup. It�s quite pleasant but not quite right and it means I can�t get the spicey aroma that I used to remember in here. Firey carbonation tingles the tongue. I�m sure this used to be better. Maybe its just te batch?
